Thread ID, Timestamp, API Endpoint (Subscription ID), Success?
7,2017-11-05 00:52:22:493,39824523dc9545758d1d74013d5916fa,0
19,2017-11-05 00:52:22:494,53b3740d68974de98ea2aec7d6829460,0
11,2017-11-05 00:52:22:493,ee39b7d84ada4c26859bbb51b391386f,0
3,2017-11-05 00:52:22:493,d1b30e5430a048b1bc3e84c984a2e51e,0
15,2017-11-05 00:52:22:494,ae99acc5ec754d359c58234614aed1d4,0
31,2017-11-05 00:52:22:495,ee39b7d84ada4c26859bbb51b391386f,0
1,2017-11-05 00:52:22:493,ee39b7d84ada4c26859bbb51b391386f,0
10,2017-11-05 00:52:22:493,566d7088f7bc40e2b9afdfc521f957e1,0
27,2017-11-05 00:52:22:494,39824523dc9545758d1d74013d5916fa,0
35,2017-11-05 00:52:22:495,ae99acc5ec754d359c58234614aed1d4,0
23,2017-11-05 00:52:22:494,d1b30e5430a048b1bc3e84c984a2e51e,0
36,2017-11-05 00:52:22:495,01e7e1fab05d4ca8adef35d61f0fd044,0
14,2017-11-05 00:52:22:493,3a40a65192204751b51095bdfa18accc,0
34,2017-11-05 00:52:22:495,3a40a65192204751b51095bdfa18accc,0
16,2017-11-05 00:52:22:494,01e7e1fab05d4ca8adef35d61f0fd044,0
20,2017-11-05 00:52:22:494,566d7088f7bc40e2b9afdfc521f957e1,0
22,2017-11-05 00:52:22:494,c2efe8fdff2244e6afeee461e28a6aa2,0
44,2017-11-05 00:52:22:495,3a40a65192204751b51095bdfa18accc,0
40,2017-11-05 00:52:22:495,566d7088f7bc40e2b9afdfc521f957e1,0
4,2017-11-05 00:52:22:493,3a40a65192204751b51095bdfa18accc,0
8,2017-11-05 00:52:22:493,a4b2f96e978b4416a50ac39ac54a6f18,0
12,2017-11-05 00:52:22:493,c2efe8fdff2244e6afeee461e28a6aa2,0
25,2017-11-05 00:52:22:494,ae99acc5ec754d359c58234614aed1d4,0
18,2017-11-05 00:52:22:494,a4b2f96e978b4416a50ac39ac54a6f18,0
13,2017-11-05 00:52:22:493,d1b30e5430a048b1bc3e84c984a2e51e,0
30,2017-11-05 00:52:22:495,566d7088f7bc40e2b9afdfc521f957e1,0
2,2017-11-05 00:52:22:493,c2efe8fdff2244e6afeee461e28a6aa2,0
32,2017-11-05 00:52:22:495,c2efe8fdff2244e6afeee461e28a6aa2,0
28,2017-11-05 00:52:22:495,a4b2f96e978b4416a50ac39ac54a6f18,0
9,2017-11-05 00:52:22:493,53b3740d68974de98ea2aec7d6829460,0
17,2017-11-05 00:52:22:494,39824523dc9545758d1d74013d5916fa,0
37,2017-11-05 00:52:22:495,39824523dc9545758d1d74013d5916fa,0
26,2017-11-05 00:52:22:494,01e7e1fab05d4ca8adef35d61f0fd044,0
29,2017-11-05 00:52:22:495,53b3740d68974de98ea2aec7d6829460,1
24,2017-11-05 00:52:22:494,3a40a65192204751b51095bdfa18accc,1
49,2017-11-05 00:52:22:496,53b3740d68974de98ea2aec7d6829460,1
46,2017-11-05 00:52:22:496,01e7e1fab05d4ca8adef35d61f0fd044,1
16,2017-11-05 00:52:24:195,01e7e1fab05d4ca8adef35d61f0fd044,0
20,2017-11-05 00:52:24:195,566d7088f7bc40e2b9afdfc521f957e1,0
22,2017-11-05 00:52:24:195,c2efe8fdff2244e6afeee461e28a6aa2,0
44,2017-11-05 00:52:24:195,3a40a65192204751b51095bdfa18accc,0
36,2017-11-05 00:52:24:189,01e7e1fab05d4ca8adef35d61f0fd044,0
18,2017-11-05 00:52:24:230,a4b2f96e978b4416a50ac39ac54a6f18,0
8,2017-11-05 00:52:24:215,a4b2f96e978b4416a50ac39ac54a6f18,0
34,2017-11-05 00:52:24:195,3a40a65192204751b51095bdfa18accc,0
25,2017-11-05 00:52:24:230,ae99acc5ec754d359c58234614aed1d4,0
2,2017-11-05 00:52:24:243,c2efe8fdff2244e6afeee461e28a6aa2,0
37,2017-11-05 00:52:24:251,39824523dc9545758d1d74013d5916fa,0
30,2017-11-05 00:52:24:243,566d7088f7bc40e2b9afdfc521f957e1,0
26,2017-11-05 00:52:24:253,01e7e1fab05d4ca8adef35d61f0fd044,0
17,2017-11-05 00:52:24:251,39824523dc9545758d1d74013d5916fa,0
32,2017-11-05 00:52:24:247,c2efe8fdff2244e6afeee461e28a6aa2,0
28,2017-11-05 00:52:24:247,a4b2f96e978b4416a50ac39ac54a6f18,0
9,2017-11-05 00:52:24:248,53b3740d68974de98ea2aec7d6829460,0
33,2017-11-05 00:52:22:495,d1b30e5430a048b1bc3e84c984a2e51e,1
6,2017-11-05 00:52:22:493,01e7e1fab05d4ca8adef35d61f0fd044,1
5,2017-11-05 00:52:22:493,ae99acc5ec754d359c58234614aed1d4,1
